date_key,full_date,year,quarter,month,month_name,week_of_year,day_of_month,day_of_week,day_name,is_weekend
20270619,2027-06-19,2027,2,6,June,25,19,7,Saturday,True
20270620,2027-06-20,2027,2,6,June,26,20,1,Sunday,True
20270621,2027-06-21,2027,2,6,June,26,21,2,Monday,False
20270622,2027-06-22,2027,2,6,June,26,22,3,Tuesday,False
20270623,2027-06-23,2027,2,6,June,26,23,4,Wednesday,False
20270624,2027-06-24,2027,2,6,June,26,24,5,Thursday,False
20270625,2027-06-25,2027,2,6,June,26,25,6,Friday,False
20270626,2027-06-26,2027,2,6,June,26,26,7,Saturday,True
20270627,2027-06-27,2027,2,6,June,27,27,1,Sunday,True
20270628,2027-06-28,2027,2,6,June,27,28,2,Monday,False
20270629,2027-06-29,2027,2,6,June,27,29,3,Tuesday,False
20270630,2027-06-30,2027,2,6,June,27,30,4,Wednesday,False
20270701,2027-07-01,2027,3,7,July,27,1,5,Thursday,False
20270702,2027-07-02,2027,3,7,July,27,2,6,Friday,False
20270703,2027-07-03,2027,3,7,July,27,3,7,Saturday,True
20270704,2027-07-04,2027,3,7,July,28,4,1,Sunday,True
20270705,2027-07-05,2027,3,7,July,28,5,2,Monday,False
20270706,2027-07-06,2027,3,7,July,28,6,3,Tuesday,False
20270707,2027-07-07,2027,3,7,July,28,7,4,Wednesday,False
20270708,2027-07-08,2027,3,7,July,28,8,5,Thursday,False
20270709,2027-07-09,2027,3,7,July,28,9,6,Friday,False
20270710,2027-07-10,2027,3,7,July,28,10,7,Saturday,True
20270711,2027-07-11,2027,3,7,July,29,11,1,Sunday,True
20270712,2027-07-12,2027,3,7,July,29,12,2,Monday,False
20270713,2027-07-13,2027,3,7,July,29,13,3,Tuesday,False
20270714,2027-07-14,2027,3,7,July,29,14,4,Wednesday,False
20270715,2027-07-15,2027,3,7,July,29,15,5,Thursday,False
20270716,2027-07-16,2027,3,7,July,29,16,6,Friday,False
20270717,2027-07-17,2027,3,7,July,29,17,7,Saturday,True
20270718,2027-07-18,2027,3,7,July,30,18,1,Sunday,True
20270719,2027-07-19,2027,3,7,July,30,19,2,Monday,False
20270720,2027-07-20,2027,3,7,July,30,20,3,Tuesday,False
20270721,2027-07-21,2027,3,7,July,30,21,4,Wednesday,False
20270722,2027-07-22,2027,3,7,July,30,22,5,Thursday,False
20270723,2027-07-23,2027,3,7,July,30,23,6,Friday,False
20270724,2027-07-24,2027,3,7,July,30,24,7,Saturday,True
20270725,2027-07-25,2027,3,7,July,31,25,1,Sunday,True
20270726,2027-07-26,2027,3,7,July,31,26,2,Monday,False
20270727,2027-07-27,2027,3,7,July,31,27,3,Tuesday,False
20270728,2027-07-28,2027,3,7,July,31,28,4,Wednesday,False
20270729,2027-07-29,2027,3,7,July,31,29,5,Thursday,False
20270730,2027-07-30,2027,3,7,July,31,30,6,Friday,False
20270731,2027-07-31,2027,3,7,July,31,31,7,Saturday,True
20270801,2027-08-01,2027,3,8,August,32,1,1,Sunday,True
20270802,2027-08-02,2027,3,8,August,32,2,2,Monday,False
20270803,2027-08-03,2027,3,8,August,32,3,3,Tuesday,False
20270804,2027-08-04,2027,3,8,August,32,4,4,Wednesday,False
20270805,2027-08-05,2027,3,8,August,32,5,5,Thursday,False
20270806,2027-08-06,2027,3,8,August,32,6,6,Friday,False
20270807,2027-08-07,2027,3,8,August,32,7,7,Saturday,True
20270808,2027-08-08,2027,3,8,August,33,8,1,Sunday,True
20270809,2027-08-09,2027,3,8,August,33,9,2,Monday,False
20270810,2027-08-10,2027,3,8,August,33,10,3,Tuesday,False
20270811,2027-08-11,2027,3,8,August,33,11,4,Wednesday,False
20270812,2027-08-12,2027,3,8,August,33,12,5,Thursday,False
20270813,2027-08-13,2027,3,8,August,33,13,6,Friday,False
20270814,2027-08-14,2027,3,8,August,33,14,7,Saturday,True
20270815,2027-08-15,2027,3,8,August,34,15,1,Sunday,True
20270816,2027-08-16,2027,3,8,August,34,16,2,Monday,False
20270817,2027-08-17,2027,3,8,August,34,17,3,Tuesday,False
20270818,2027-08-18,2027,3,8,August,34,18,4,Wednesday,False
20270819,2027-08-19,2027,3,8,August,34,19,5,Thursday,False
20270820,2027-08-20,2027,3,8,August,34,20,6,Friday,False
20270821,2027-08-21,2027,3,8,August,34,21,7,Saturday,True
20270822,2027-08-22,2027,3,8,August,35,22,1,Sunday,True
20270823,2027-08-23,2027,3,8,August,35,23,2,Monday,False
20270824,2027-08-24,2027,3,8,August,35,24,3,Tuesday,False
20270825,2027-08-25,2027,3,8,August,35,25,4,Wednesday,False
20270826,2027-08-26,2027,3,8,August,35,26,5,Thursday,False
20270827,2027-08-27,2027,3,8,August,35,27,6,Friday,False
20270828,2027-08-28,2027,3,8,August,35,28,7,Saturday,True
20270829,2027-08-29,2027,3,8,August,36,29,1,Sunday,True
20270830,2027-08-30,2027,3,8,August,36,30,2,Monday,False
20270831,2027-08-31,2027,3,8,August,36,31,3,Tuesday,False
20270901,2027-09-01,2027,3,9,September,36,1,4,Wednesday,False
20270902,2027-09-02,2027,3,9,September,36,2,5,Thursday,False
20270903,2027-09-03,2027,3,9,September,36,3,6,Friday,False
20270904,2027-09-04,2027,3,9,September,36,4,7,Saturday,True
20270905,2027-09-05,2027,3,9,September,37,5,1,Sunday,True
20270906,2027-09-06,2027,3,9,September,37,6,2,Monday,False
20270907,2027-09-07,2027,3,9,September,37,7,3,Tuesday,False
20270908,2027-09-08,2027,3,9,September,37,8,4,Wednesday,False
20270909,2027-09-09,2027,3,9,September,37,9,5,Thursday,False
20270910,2027-09-10,2027,3,9,September,37,10,6,Friday,False
20270911,2027-09-11,2027,3,9,September,37,11,7,Saturday,True
20270912,2027-09-12,2027,3,9,September,38,12,1,Sunday,True
20270913,2027-09-13,2027,3,9,September,38,13,2,Monday,False
20270914,2027-09-14,2027,3,9,September,38,14,3,Tuesday,False
20270915,2027-09-15,2027,3,9,September,38,15,4,Wednesday,False
20270916,2027-09-16,2027,3,9,September,38,16,5,Thursday,False
20270917,2027-09-17,2027,3,9,September,38,17,6,Friday,False
20270918,2027-09-18,2027,3,9,September,38,18,7,Saturday,True
20270919,2027-09-19,2027,3,9,September,39,19,1,Sunday,True
20270920,2027-09-20,2027,3,9,September,39,20,2,Monday,False
20270921,2027-09-21,2027,3,9,September,39,21,3,Tuesday,False
20270922,2027-09-22,2027,3,9,September,39,22,4,Wednesday,False
20270923,2027-09-23,2027,3,9,September,39,23,5,Thursday,False
20270924,2027-09-24,2027,3,9,September,39,24,6,Friday,False
20270925,2027-09-25,2027,3,9,September,39,25,7,Saturday,True
20270926,2027-09-26,2027,3,9,September,40,26,1,Sunday,True
20270927,2027-09-27,2027,3,9,September,40,27,2,Monday,False
20270928,2027-09-28,2027,3,9,September,40,28,3,Tuesday,False
20270929,2027-09-29,2027,3,9,September,40,29,4,Wednesday,False
20270930,2027-09-30,2027,3,9,September,40,30,5,Thursday,False
20271001,2027-10-01,2027,4,10,October,40,1,6,Friday,False
20271002,2027-10-02,2027,4,10,October,40,2,7,Saturday,True
20271003,2027-10-03,2027,4,10,October,41,3,1,Sunday,True
20271004,2027-10-04,2027,4,10,October,41,4,2,Monday,False
20271005,2027-10-05,2027,4,10,October,41,5,3,Tuesday,False
20271006,2027-10-06,2027,4,10,October,41,6,4,Wednesday,False
20271007,2027-10-07,2027,4,10,October,41,7,5,Thursday,False
20271008,2027-10-08,2027,4,10,October,41,8,6,Friday,False
20271009,2027-10-09,2027,4,10,October,41,9,7,Saturday,True
20271010,2027-10-10,2027,4,10,October,42,10,1,Sunday,True
20271011,2027-10-11,2027,4,10,October,42,11,2,Monday,False
20271012,2027-10-12,2027,4,10,October,42,12,3,Tuesday,False
20271013,2027-10-13,2027,4,10,October,42,13,4,Wednesday,False
20271014,2027-10-14,2027,4,10,October,42,14,5,Thursday,False
20271015,2027-10-15,2027,4,10,October,42,15,6,Friday,False
20271016,2027-10-16,2027,4,10,October,42,16,7,Saturday,True
20271017,2027-10-17,2027,4,10,October,43,17,1,Sunday,True
20271018,2027-10-18,2027,4,10,October,43,18,2,Monday,False
20271019,2027-10-19,2027,4,10,October,43,19,3,Tuesday,False
20271020,2027-10-20,2027,4,10,October,43,20,4,Wednesday,False
20271021,2027-10-21,2027,4,10,October,43,21,5,Thursday,False
20271022,2027-10-22,2027,4,10,October,43,22,6,Friday,False
20271023,2027-10-23,2027,4,10,October,43,23,7,Saturday,True
20271024,2027-10-24,2027,4,10,October,44,24,1,Sunday,True
20271025,2027-10-25,2027,4,10,October,44,25,2,Monday,False
20271026,2027-10-26,2027,4,10,October,44,26,3,Tuesday,False
20271027,2027-10-27,2027,4,10,October,44,27,4,Wednesday,False
20271028,2027-10-28,2027,4,10,October,44,28,5,Thursday,False
20271029,2027-10-29,2027,4,10,October,44,29,6,Friday,False
20271030,2027-10-30,2027,4,10,October,44,30,7,Saturday,True
20271031,2027-10-31,2027,4,10,October,45,31,1,Sunday,True
20271101,2027-11-01,2027,4,11,November,45,1,2,Monday,False
20271102,2027-11-02,2027,4,11,November,45,2,3,Tuesday,False
20271103,2027-11-03,2027,4,11,November,45,3,4,Wednesday,False
20271104,2027-11-04,2027,4,11,November,45,4,5,Thursday,False
20271105,2027-11-05,2027,4,11,November,45,5,6,Friday,False
20271106,2027-11-06,2027,4,11,November,45,6,7,Saturday,True
20271107,2027-11-07,2027,4,11,November,46,7,1,Sunday,True
20271108,2027-11-08,2027,4,11,November,46,8,2,Monday,False
20271109,2027-11-09,2027,4,11,November,46,9,3,Tuesday,False
20271110,2027-11-10,2027,4,11,November,46,10,4,Wednesday,False
20271111,2027-11-11,2027,4,11,November,46,11,5,Thursday,False
20271112,2027-11-12,2027,4,11,November,46,12,6,Friday,False
20271113,2027-11-13,2027,4,11,November,46,13,7,Saturday,True
20271114,2027-11-14,2027,4,11,November,47,14,1,Sunday,True
20271115,2027-11-15,2027,4,11,November,47,15,2,Monday,False
20271116,2027-11-16,2027,4,11,November,47,16,3,Tuesday,False
20271117,2027-11-17,2027,4,11,November,47,17,4,Wednesday,False
20271118,2027-11-18,2027,4,11,November,47,18,5,Thursday,False
20271119,2027-11-19,2027,4,11,November,47,19,6,Friday,False
20271120,2027-11-20,2027,4,11,November,47,20,7,Saturday,True
20271121,2027-11-21,2027,4,11,November,48,21,1,Sunday,True
20271122,2027-11-22,2027,4,11,November,48,22,2,Monday,False
20271123,2027-11-23,2027,4,11,November,48,23,3,Tuesday,False
20271124,2027-11-24,2027,4,11,November,48,24,4,Wednesday,False
20271125,2027-11-25,2027,4,11,November,48,25,5,Thursday,False
20271126,2027-11-26,2027,4,11,November,48,26,6,Friday,False
20271127,2027-11-27,2027,4,11,November,48,27,7,Saturday,True
20271128,2027-11-28,2027,4,11,November,49,28,1,Sunday,True
20271129,2027-11-29,2027,4,11,November,49,29,2,Monday,False
20271130,2027-11-30,2027,4,11,November,49,30,3,Tuesday,False
20271201,2027-12-01,2027,4,12,December,49,1,4,Wednesday,False
20271202,2027-12-02,2027,4,12,December,49,2,5,Thursday,False
20271203,2027-12-03,2027,4,12,December,49,3,6,Friday,False
20271204,2027-12-04,2027,4,12,December,49,4,7,Saturday,True
20271205,2027-12-05,2027,4,12,December,50,5,1,Sunday,True
20271206,2027-12-06,2027,4,12,December,50,6,2,Monday,False
20271207,2027-12-07,2027,4,12,December,50,7,3,Tuesday,False
20271208,2027-12-08,2027,4,12,December,50,8,4,Wednesday,False
20271209,2027-12-09,2027,4,12,December,50,9,5,Thursday,False
20271210,2027-12-10,2027,4,12,December,50,10,6,Friday,False
20271211,2027-12-11,2027,4,12,December,50,11,7,Saturday,True
20271212,2027-12-12,2027,4,12,December,51,12,1,Sunday,True
20271213,2027-12-13,2027,4,12,December,51,13,2,Monday,False
20271214,2027-12-14,2027,4,12,December,51,14,3,Tuesday,False
20271215,2027-12-15,2027,4,12,December,51,15,4,Wednesday,False
20271216,2027-12-16,2027,4,12,December,51,16,5,Thursday,False
20271217,2027-12-17,2027,4,12,December,51,17,6,Friday,False
20271218,2027-12-18,2027,4,12,December,51,18,7,Saturday,True
20271219,2027-12-19,2027,4,12,December,52,19,1,Sunday,True
20271220,2027-12-20,2027,4,12,December,52,20,2,Monday,False
20271221,2027-12-21,2027,4,12,December,52,21,3,Tuesday,False
20271222,2027-12-22,2027,4,12,December,52,22,4,Wednesday,False
20271223,2027-12-23,2027,4,12,December,52,23,5,Thursday,False
20271224,2027-12-24,2027,4,12,December,52,24,6,Friday,False
20271225,2027-12-25,2027,4,12,December,52,25,7,Saturday,True
20271226,2027-12-26,2027,4,12,December,53,26,1,Sunday,True
20271227,2027-12-27,2027,4,12,December,53,27,2,Monday,False
20271228,2027-12-28,2027,4,12,December,53,28,3,Tuesday,False
20271229,2027-12-29,2027,4,12,December,53,29,4,Wednesday,False
20271230,2027-12-30,2027,4,12,December,53,30,5,Thursday,False
20271231,2027-12-31,2027,4,12,December,53,31,6,Friday,False
20280101,2028-01-01,2028,1,1,January,1,1,7,Saturday,True
20280102,2028-01-02,2028,1,1,January,2,2,1,Sunday,True
20280103,2028-01-03,2028,1,1,January,2,3,2,Monday,False
20280104,2028-01-04,2028,1,1,January,2,4,3,Tuesday,False
20280105,2028-01-05,2028,1,1,January,2,5,4,Wednesday,False
20280106,2028-01-06,2028,1,1,January,2,6,5,Thursday,False
20280107,2028-01-07,2028,1,1,January,2,7,6,Friday,False
20280108,2028-01-08,2028,1,1,January,2,8,7,Saturday,True
20280109,2028-01-09,2028,1,1,January,3,9,1,Sunday,True
20280110,2028-01-10,2028,1,1,January,3,10,2,Monday,False
20280111,2028-01-11,2028,1,1,January,3,11,3,Tuesday,False
20280112,2028-01-12,2028,1,1,January,3,12,4,Wednesday,False
20280113,2028-01-13,2028,1,1,January,3,13,5,Thursday,False
20280114,2028-01-14,2028,1,1,January,3,14,6,Friday,False
20280115,2028-01-15,2028,1,1,January,3,15,7,Saturday,True
20280116,2028-01-16,2028,1,1,January,4,16,1,Sunday,True
20280117,2028-01-17,2028,1,1,January,4,17,2,Monday,False
20280118,2028-01-18,2028,1,1,January,4,18,3,Tuesday,False
20280119,2028-01-19,2028,1,1,January,4,19,4,Wednesday,False
20280120,2028-01-20,2028,1,1,January,4,20,5,Thursday,False
20280121,2028-01-21,2028,1,1,January,4,21,6,Friday,False
20280122,2028-01-22,2028,1,1,January,4,22,7,Saturday,True
20280123,2028-01-23,2028,1,1,January,5,23,1,Sunday,True
20280124,2028-01-24,2028,1,1,January,5,24,2,Monday,False
20280125,2028-01-25,2028,1,1,January,5,25,3,Tuesday,False
20280126,2028-01-26,2028,1,1,January,5,26,4,Wednesday,False
20280127,2028-01-27,2028,1,1,January,5,27,5,Thursday,False
20280128,2028-01-28,2028,1,1,January,5,28,6,Friday,False
20280129,2028-01-29,2028,1,1,January,5,29,7,Saturday,True
20280130,2028-01-30,2028,1,1,January,6,30,1,Sunday,True
20280131,2028-01-31,2028,1,1,January,6,31,2,Monday,False
20280201,2028-02-01,2028,1,2,February,6,1,3,Tuesday,False
20280202,2028-02-02,2028,1,2,February,6,2,4,Wednesday,False
20280203,2028-02-03,2028,1,2,February,6,3,5,Thursday,False
20280204,2028-02-04,2028,1,2,February,6,4,6,Friday,False
20280205,2028-02-05,2028,1,2,February,6,5,7,Saturday,True
20280206,2028-02-06,2028,1,2,February,7,6,1,Sunday,True
20280207,2028-02-07,2028,1,2,February,7,7,2,Monday,False
20280208,2028-02-08,2028,1,2,February,7,8,3,Tuesday,False
20280209,2028-02-09,2028,1,2,February,7,9,4,Wednesday,False
20280210,2028-02-10,2028,1,2,February,7,10,5,Thursday,False
20280211,2028-02-11,2028,1,2,February,7,11,6,Friday,False
20280212,2028-02-12,2028,1,2,February,7,12,7,Saturday,True
20280213,2028-02-13,2028,1,2,February,8,13,1,Sunday,True
20280214,2028-02-14,2028,1,2,February,8,14,2,Monday,False
20280215,2028-02-15,2028,1,2,February,8,15,3,Tuesday,False
20280216,2028-02-16,2028,1,2,February,8,16,4,Wednesday,False
20280217,2028-02-17,2028,1,2,February,8,17,5,Thursday,False
20280218,2028-02-18,2028,1,2,February,8,18,6,Friday,False
20280219,2028-02-19,2028,1,2,February,8,19,7,Saturday,True
20280220,2028-02-20,2028,1,2,February,9,20,1,Sunday,True
20280221,2028-02-21,2028,1,2,February,9,21,2,Monday,False
20280222,2028-02-22,2028,1,2,February,9,22,3,Tuesday,False
20280223,2028-02-23,2028,1,2,February,9,23,4,Wednesday,False
20280224,2028-02-24,2028,1,2,February,9,24,5,Thursday,False
20280225,2028-02-25,2028,1,2,February,9,25,6,Friday,False
20280226,2028-02-26,2028,1,2,February,9,26,7,Saturday,True
20280227,2028-02-27,2028,1,2,February,10,27,1,Sunday,True
20280228,2028-02-28,2028,1,2,February,10,28,2,Monday,False
20280229,2028-02-29,2028,1,2,February,10,29,3,Tuesday,False
20280301,2028-03-01,2028,1,3,March,10,1,4,Wednesday,False
20280302,2028-03-02,2028,1,3,March,10,2,5,Thursday,False
20280303,2028-03-03,2028,1,3,March,10,3,6,Friday,False
20280304,2028-03-04,2028,1,3,March,10,4,7,Saturday,True
20280305,2028-03-05,2028,1,3,March,11,5,1,Sunday,True
20280306,2028-03-06,2028,1,3,March,11,6,2,Monday,False
20280307,2028-03-07,2028,1,3,March,11,7,3,Tuesday,False
20280308,2028-03-08,2028,1,3,March,11,8,4,Wednesday,False
20280309,2028-03-09,2028,1,3,March,11,9,5,Thursday,False
20280310,2028-03-10,2028,1,3,March,11,10,6,Friday,False
20280311,2028-03-11,2028,1,3,March,11,11,7,Saturday,True
20280312,2028-03-12,2028,1,3,March,12,12,1,Sunday,True
20280313,2028-03-13,2028,1,3,March,12,13,2,Monday,False
20280314,2028-03-14,2028,1,3,March,12,14,3,Tuesday,False
20280315,2028-03-15,2028,1,3,March,12,15,4,Wednesday,False
20280316,2028-03-16,2028,1,3,March,12,16,5,Thursday,False
20280317,2028-03-17,2028,1,3,March,12,17,6,Friday,False
20280318,2028-03-18,2028,1,3,March,12,18,7,Saturday,True
20280319,2028-03-19,2028,1,3,March,13,19,1,Sunday,True
20280320,2028-03-20,2028,1,3,March,13,20,2,Monday,False
20280321,2028-03-21,2028,1,3,March,13,21,3,Tuesday,False
20280322,2028-03-22,2028,1,3,March,13,22,4,Wednesday,False
20280323,2028-03-23,2028,1,3,March,13,23,5,Thursday,False
20280324,2028-03-24,2028,1,3,March,13,24,6,Friday,False
20280325,2028-03-25,2028,1,3,March,13,25,7,Saturday,True
20280326,2028-03-26,2028,1,3,March,14,26,1,Sunday,True
20280327,2028-03-27,2028,1,3,March,14,27,2,Monday,False
20280328,2028-03-28,2028,1,3,March,14,28,3,Tuesday,False
20280329,2028-03-29,2028,1,3,March,14,29,4,Wednesday,False
20280330,2028-03-30,2028,1,3,March,14,30,5,Thursday,False
20280331,2028-03-31,2028,1,3,March,14,31,6,Friday,False
20280401,2028-04-01,2028,2,4,April,14,1,7,Saturday,True
20280402,2028-04-02,2028,2,4,April,15,2,1,Sunday,True
20280403,2028-04-03,2028,2,4,April,15,3,2,Monday,False
20280404,2028-04-04,2028,2,4,April,15,4,3,Tuesday,False
20280405,2028-04-05,2028,2,4,April,15,5,4,Wednesday,False
20280406,2028-04-06,2028,2,4,April,15,6,5,Thursday,False
20280407,2028-04-07,2028,2,4,April,15,7,6,Friday,False
20280408,2028-04-08,2028,2,4,April,15,8,7,Saturday,True
20280409,2028-04-09,2028,2,4,April,16,9,1,Sunday,True
20280410,2028-04-10,2028,2,4,April,16,10,2,Monday,False
20280411,2028-04-11,2028,2,4,April,16,11,3,Tuesday,False
20280412,2028-04-12,2028,2,4,April,16,12,4,Wednesday,False
20280413,2028-04-13,2028,2,4,April,16,13,5,Thursday,False
20280414,2028-04-14,2028,2,4,April,16,14,6,Friday,False
20280415,2028-04-15,2028,2,4,April,16,15,7,Saturday,True
20280416,2028-04-16,2028,2,4,April,17,16,1,Sunday,True
20280417,2028-04-17,2028,2,4,April,17,17,2,Monday,False
20280418,2028-04-18,2028,2,4,April,17,18,3,Tuesday,False
20280419,2028-04-19,2028,2,4,April,17,19,4,Wednesday,False
20280420,2028-04-20,2028,2,4,April,17,20,5,Thursday,False
20280421,2028-04-21,2028,2,4,April,17,21,6,Friday,False
20280422,2028-04-22,2028,2,4,April,17,22,7,Saturday,True
20280423,2028-04-23,2028,2,4,April,18,23,1,Sunday,True
20280424,2028-04-24,2028,2,4,April,18,24,2,Monday,False
20280425,2028-04-25,2028,2,4,April,18,25,3,Tuesday,False
20280426,2028-04-26,2028,2,4,April,18,26,4,Wednesday,False
20280427,2028-04-27,2028,2,4,April,18,27,5,Thursday,False
20280428,2028-04-28,2028,2,4,April,18,28,6,Friday,False
20280429,2028-04-29,2028,2,4,April,18,29,7,Saturday,True
20280430,2028-04-30,2028,2,4,April,19,30,1,Sunday,True
20280501,2028-05-01,2028,2,5,May,19,1,2,Monday,False
20280502,2028-05-02,2028,2,5,May,19,2,3,Tuesday,False
20280503,2028-05-03,2028,2,5,May,19,3,4,Wednesday,False
20280504,2028-05-04,2028,2,5,May,19,4,5,Thursday,False
20280505,2028-05-05,2028,2,5,May,19,5,6,Friday,False
20280506,2028-05-06,2028,2,5,May,19,6,7,Saturday,True
20280507,2028-05-07,2028,2,5,May,20,7,1,Sunday,True
20280508,2028-05-08,2028,2,5,May,20,8,2,Monday,False
20280509,2028-05-09,2028,2,5,May,20,9,3,Tuesday,False
20280510,2028-05-10,2028,2,5,May,20,10,4,Wednesday,False
20280511,2028-05-11,2028,2,5,May,20,11,5,Thursday,False
20280512,2028-05-12,2028,2,5,May,20,12,6,Friday,False
20280513,2028-05-13,2028,2,5,May,20,13,7,Saturday,True
20280514,2028-05-14,2028,2,5,May,21,14,1,Sunday,True
20280515,2028-05-15,2028,2,5,May,21,15,2,Monday,False
20280516,2028-05-16,2028,2,5,May,21,16,3,Tuesday,False
20280517,2028-05-17,2028,2,5,May,21,17,4,Wednesday,False
20280518,2028-05-18,2028,2,5,May,21,18,5,Thursday,False
20280519,2028-05-19,2028,2,5,May,21,19,6,Friday,False
20280520,2028-05-20,2028,2,5,May,21,20,7,Saturday,True
20280521,2028-05-21,2028,2,5,May,22,21,1,Sunday,True
20280522,2028-05-22,2028,2,5,May,22,22,2,Monday,False
20280523,2028-05-23,2028,2,5,May,22,23,3,Tuesday,False
20280524,2028-05-24,2028,2,5,May,22,24,4,Wednesday,False
20280525,2028-05-25,2028,2,5,May,22,25,5,Thursday,False
20280526,2028-05-26,2028,2,5,May,22,26,6,Friday,False
20280527,2028-05-27,2028,2,5,May,22,27,7,Saturday,True
20280528,2028-05-28,2028,2,5,May,23,28,1,Sunday,True
20280529,2028-05-29,2028,2,5,May,23,29,2,Monday,False
20280530,2028-05-30,2028,2,5,May,23,30,3,Tuesday,False
20280531,2028-05-31,2028,2,5,May,23,31,4,Wednesday,False
20280601,2028-06-01,2028,2,6,June,23,1,5,Thursday,False
20280602,2028-06-02,2028,2,6,June,23,2,6,Friday,False
20280603,2028-06-03,2028,2,6,June,23,3,7,Saturday,True
20280604,2028-06-04,2028,2,6,June,24,4,1,Sunday,True
20280605,2028-06-05,2028,2,6,June,24,5,2,Monday,False
20280606,2028-06-06,2028,2,6,June,24,6,3,Tuesday,False
20280607,2028-06-07,2028,2,6,June,24,7,4,Wednesday,False
20280608,2028-06-08,2028,2,6,June,24,8,5,Thursday,False
20280609,2028-06-09,2028,2,6,June,24,9,6,Friday,False
20280610,2028-06-10,2028,2,6,June,24,10,7,Saturday,True
20280611,2028-06-11,2028,2,6,June,25,11,1,Sunday,True
20280612,2028-06-12,2028,2,6,June,25,12,2,Monday,False
20280613,2028-06-13,2028,2,6,June,25,13,3,Tuesday,False
20280614,2028-06-14,2028,2,6,June,25,14,4,Wednesday,False
20280615,2028-06-15,2028,2,6,June,25,15,5,Thursday,False
20280616,2028-06-16,2028,2,6,June,25,16,6,Friday,False
20280617,2028-06-17,2028,2,6,June,25,17,7,Saturday,True
20280618,2028-06-18,2028,2,6,June,26,18,1,Sunday,True
20280619,2028-06-19,2028,2,6,June,26,19,2,Monday,False
20280620,2028-06-20,2028,2,6,June,26,20,3,Tuesday,False
20280621,2028-06-21,2028,2,6,June,26,21,4,Wednesday,False
20280622,2028-06-22,2028,2,6,June,26,22,5,Thursday,False
20280623,2028-06-23,2028,2,6,June,26,23,6,Friday,False
20280624,2028-06-24,2028,2,6,June,26,24,7,Saturday,True
20280625,2028-06-25,2028,2,6,June,27,25,1,Sunday,True
20280626,2028-06-26,2028,2,6,June,27,26,2,Monday,False
20280627,2028-06-27,2028,2,6,June,27,27,3,Tuesday,False
20280628,2028-06-28,2028,2,6,June,27,28,4,Wednesday,False
20280629,2028-06-29,2028,2,6,June,27,29,5,Thursday,False
20280630,2028-06-30,2028,2,6,June,27,30,6,Friday,False
20280701,2028-07-01,2028,3,7,July,27,1,7,Saturday,True
20280702,2028-07-02,2028,3,7,July,28,2,1,Sunday,True
20280703,2028-07-03,2028,3,7,July,28,3,2,Monday,False
20280704,2028-07-04,2028,3,7,July,28,4,3,Tuesday,False
20280705,2028-07-05,2028,3,7,July,28,5,4,Wednesday,False
20280706,2028-07-06,2028,3,7,July,28,6,5,Thursday,False
20280707,2028-07-07,2028,3,7,July,28,7,6,Friday,False
20280708,2028-07-08,2028,3,7,July,28,8,7,Saturday,True
20280709,2028-07-09,2028,3,7,July,29,9,1,Sunday,True
20280710,2028-07-10,2028,3,7,July,29,10,2,Monday,False
20280711,2028-07-11,2028,3,7,July,29,11,3,Tuesday,False
20280712,2028-07-12,2028,3,7,July,29,12,4,Wednesday,False
20280713,2028-07-13,2028,3,7,July,29,13,5,Thursday,False
20280714,2028-07-14,2028,3,7,July,29,14,6,Friday,False
20280715,2028-07-15,2028,3,7,July,29,15,7,Saturday,True
20280716,2028-07-16,2028,3,7,July,30,16,1,Sunday,True
20280717,2028-07-17,2028,3,7,July,30,17,2,Monday,False
20280718,2028-07-18,2028,3,7,July,30,18,3,Tuesday,False
20280719,2028-07-19,2028,3,7,July,30,19,4,Wednesday,False
20280720,2028-07-20,2028,3,7,July,30,20,5,Thursday,False
20280721,2028-07-21,2028,3,7,July,30,21,6,Friday,False
20280722,2028-07-22,2028,3,7,July,30,22,7,Saturday,True
20280723,2028-07-23,2028,3,7,July,31,23,1,Sunday,True
20280724,2028-07-24,2028,3,7,July,31,24,2,Monday,False
20280725,2028-07-25,2028,3,7,July,31,25,3,Tuesday,False
20280726,2028-07-26,2028,3,7,July,31,26,4,Wednesday,False
20280727,2028-07-27,2028,3,7,July,31,27,5,Thursday,False
20280728,2028-07-28,2028,3,7,July,31,28,6,Friday,False
20280729,2028-07-29,2028,3,7,July,31,29,7,Saturday,True
20280730,2028-07-30,2028,3,7,July,32,30,1,Sunday,True
20280731,2028-07-31,2028,3,7,July,32,31,2,Monday,False
20280801,2028-08-01,2028,3,8,August,32,1,3,Tuesday,False
20280802,2028-08-02,2028,3,8,August,32,2,4,Wednesday,False
20280803,2028-08-03,2028,3,8,August,32,3,5,Thursday,False
20280804,2028-08-04,2028,3,8,August,32,4,6,Friday,False
20280805,2028-08-05,2028,3,8,August,32,5,7,Saturday,True
20280806,2028-08-06,2028,3,8,August,33,6,1,Sunday,True
20280807,2028-08-07,2028,3,8,August,33,7,2,Monday,False
20280808,2028-08-08,2028,3,8,August,33,8,3,Tuesday,False
20280809,2028-08-09,2028,3,8,August,33,9,4,Wednesday,False
20280810,2028-08-10,2028,3,8,August,33,10,5,Thursday,False
20280811,2028-08-11,2028,3,8,August,33,11,6,Friday,False
20280812,2028-08-12,2028,3,8,August,33,12,7,Saturday,True
20280813,2028-08-13,2028,3,8,August,34,13,1,Sunday,True
